,0
4312,SAMN11807766
4313,SAMN11807767
4314,SAMN11807768
4315,SAMN11807769
4316,SAMN11807770
4317,SAMN11807771
4318,SAMN11807772
4319,SAMN11807773
4320,SAMN11807774
4321,SAMN11807775
4322,SAMN11807776
4323,SAMN11807777
4324,SAMN11807778
4325,SAMN11807779
4326,SAMN11807780
4327,SAMN11807781
4328,SAMN11807782
4329,SAMN11807783
4330,SAMN11807784
4331,SAMN11807785
4332,SAMN11807786
4333,SAMN11807787
4334,SAMN11807788
4335,SAMN11807789
4336,SAMN11807790
4337,SAMN11849869
4338,SAMN11849870
4339,SAMN11849871
4340,SAMN11849880
4341,SAMN11849881
4342,SAMN11849882
4343,SAMN11849883
4344,SAMN11849884
4345,SAMN11849885
4346,SAMN11849886
4347,SAMN11849887
4348,SAMN12040106
4349,SAMN12040107
4350,SAMN12040112
4351,SAMN12040113
4352,SAMN12040118
4353,SAMN12040119
4354,SAMN12727368
4355,SAMN12727369
4356,SAMN12727370
4357,SAMN12727371
4358,SAMN12727372
4359,SAMN12727373
4360,SAMN12727374
4361,SAMN12727375
4362,SAMN12727376
4363,SAMN12727377
4364,SAMN12727378
4365,SAMN12727379
4366,SAMN12727380
4367,SAMN12727381
4368,SAMN12727382
4369,SAMN12727383
4370,SAMN12727384
4371,SAMN12727385
4372,SAMN12727386
4373,SAMN12727387
4374,SAMN12989337
4375,SAMN12989338
4376,SAMN12989339
4377,SAMN12989340
4378,SAMN12989341
4379,SAMN12989342
4380,SAMN12989343
4381,SAMN12989344
4382,SAMN12989345
4383,SAMN13104239
4384,SAMN13104240
4385,SAMN13104241
4386,SAMN13104242
4387,SAMN13104244
4388,SAMN13104258
4389,SAMN13104259
4390,SAMN13104260
4391,SAMN13379533
4392,SAMN13520059
4393,SAMN13520060
4394,SAMN13520061
4395,SAMN13520062
4396,SAMN13520063
4397,SAMN13520064
4398,SAMN13520065
4399,SAMN13520066
4400,SAMN13520067
4401,SAMN13520068
4402,SAMN13520069
4403,SAMN13520070
4404,SAMN13520071
4405,SAMN13520072
4406,SAMN13520073
4407,SAMN13520074
4408,SAMN13520075
4409,SAMN13520076
4410,SAMN13520077
4411,SAMN13520078
4412,SAMN13520079
4413,SAMN13520080
4414,SAMN13520081
4415,SAMN13520082
4416,SAMN13520093
4417,SAMN13520094
4418,SAMN13520095
4419,SAMN13520096
4420,SAMN13520097
4421,SAMN13520098
4422,SAMN13520099
4423,SAMN13520100
4424,SAMN13520101
4425,SAMN13520102
4426,SAMN13520103
4427,SAMN13520104
4428,SAMN13520105
4429,SAMN13520106
4430,SAMN13520107
4431,SAMN13520108
4432,SAMN13520109
4433,SAMN13520110
4434,SAMN13520111
4435,SAMN13520112
4436,SAMN13520113
4437,SAMN13520114
4438,SAMN13520115
4439,SAMN13520116
4440,SAMN13520117
4441,SAMN13520118
4442,SAMN13520119
4443,SAMN13520120
4444,SAMN13520121
4445,SAMN13520122
4446,SAMN13611594
4447,SAMN14069575
4448,SAMN14069576
4449,SAMN14069577
4450,SAMN14069578
4451,SAMN14069579
4452,SAMN14069580
4453,SAMN14360503
4454,SAMN14360504
4455,SAMN14360505
4456,SAMN14360506
4457,SAMN14360507
4458,SAMN14360508
4459,SAMN14360509
4460,SAMN14360510
4461,SAMN14409612
4462,SAMN14409613
4463,SAMN14409614
4464,SAMN14409618
4465,SAMN14409619
4466,SAMN14409620
4467,SAMN14474680
4468,SAMN14474681
4469,SAMN14474682
4470,SAMN14474683
4471,SAMN14474688
4472,SAMN14474689
4473,SAMN14474690
4474,SAMN14474691
4475,SAMN14604351
4476,SAMN14604352
4477,SAMN14604353
4478,SAMN14604354
4479,SAMN14604355
4480,SAMN14604356
4481,SAMN14604357
4482,SAMN14604358
4483,SAMN14604359
4484,SAMN14604360
4485,SAMN14604361
4486,SAMN14604362
4487,SAMN14614943
4488,SAMN14614944
4489,SAMN14614945
4490,SAMN14614949
4491,SAMN14614950
4492,SAMN14614951
4493,SAMN14752205
4494,SAMN14752206
4495,SAMN14752207
4496,SAMN14752208
4497,SAMN14752209
4498,SAMN14752210
4499,SAMN14752211
4500,SAMN14752212
4501,SAMN14752213
4502,SAMN14752214
4503,SAMN14752215
4504,SAMN14752216
4505,SAMN14752281
4506,SAMN14752282
4507,SAMN14752283
4508,SAMN14752284
4509,SAMN14752285
4510,SAMN14752286
4511,SAMN14752287
4512,SAMN14752288
4513,SAMN14752289
4514,SAMN14752290
4515,SAMN14752291
4516,SAMN14752292
4517,SAMN14766564
4518,SAMN14766565
4519,SAMN14766566
4520,SAMN14766567
4521,SAMN14858276
4522,SAMN14858277
4523,SAMN14918701
4524,SAMN14918702
4525,SAMN14918703
4526,SAMN14918704
4527,SAMN14918705
4528,SAMN14918706
4529,SAMN15041178
4530,SAMN15041179
4531,SAMN15041180
4532,SAMN15041181
4533,SAMN15041182
4534,SAMN15041183
4535,SAMN15041184
4536,SAMN15041185
4537,SAMN15041186
4538,SAMN15041187
4539,SAMN15041188
4540,SAMN15041189
4541,SAMN15041190
4542,SAMN15041191
4543,SAMN15041192
4544,SAMN15041193
4545,SAMN15041194
4546,SAMN15041195
4547,SAMN15041196
4548,SAMN15041197
4549,SAMN15041198
4550,SAMN15041199
4551,SAMN15041200
4552,SAMN15041201
4553,SAMN15041202
4554,SAMN15041203
4555,SAMN15041204
4556,SAMN15041205
4557,SAMN15041206
4558,SAMN15041207
4559,SAMN15041208
4560,SAMN15041209
4561,SAMN15041637
4562,SAMN15041638
4563,SAMN15041639
4564,SAMN15041640
4565,SAMN15041641
4566,SAMN15041642
4567,SAMN15041789
4568,SAMN15041790
4569,SAMN15041791
4570,SAMN15097860
4571,SAMN15097863
4572,SAMN15097864
4573,SAMN15097865
4574,SAMN15097866
4575,SAMN15097870
4576,SAMN15097871
4577,SAMN15097873
4578,SAMN15097874
4579,SAMN15097875
4580,SAMN15097876
4581,SAMN15097877
4582,SAMN15142307
4583,SAMN15142308
4584,SAMN15142309
4585,SAMN15142310
4586,SAMN15142311
4587,SAMN15142312
4588,SAMN15455601
4589,SAMN15455602
4590,SAMN15455603
4591,SAMN15455607
4592,SAMN15455608
4593,SAMN15455609
4594,SAMN15464731
4595,SAMN15464732
4596,SAMN15464733
4597,SAMN15464734
4598,SAMN15464735
4599,SAMN15464736
4600,SAMN15464737
4601,SAMN15464738
4602,SAMN15464739
4603,SAMN15464740
4604,SAMN15464741
4605,SAMN15464742
4606,SAMN15794000
4607,SAMN15794001
4608,SAMN15794002
4609,SAMN15794003
4610,SAMN15794004
4611,SAMN15794005
4612,SAMN15794006
4613,SAMN15794007
4614,SAMN15825667
4615,SAMN15825668
4616,SAMN15825669
4617,SAMN15835458
4618,SAMN15835459
4619,SAMN15945237
4620,SAMN15963226
4621,SAMN15963227
4622,SAMN15963228
4623,SAMN15963229
4624,SAMN15963230
4625,SAMN15963231
4626,SAMN15963232
4627,SAMN15963233
4628,SAMN15963234
4629,SAMN15963235
4630,SAMN15963236
4631,SAMN16113911
4632,SAMN16132135
4633,SAMN16132136
4634,SAMN16132137
4635,SAMN16132138
4636,SAMN16132139
4637,SAMN16132140
4638,SAMN16132141
4639,SAMN16132142
4640,SAMN16132143
4641,SAMN16132144
4642,SAMN16132145
4643,SAMN16132146
4644,SAMN16226299
4645,SAMN16226300
4646,SAMN16226301
4647,SAMN16226302
4648,SAMN16226303
4649,SAMN16226304
4650,SAMN16294991
4651,SAMN16294992
4652,SAMN16294993
4653,SAMN16295006
4654,SAMN16295007
4655,SAMN16295008
4656,SAMN16424521
4657,SAMN16424522
4658,SAMN16424523
4659,SAMN16424524
4660,SAMN16424525
4661,SAMN16424526
4662,SAMN16424527
4663,SAMN16424528
4664,SAMN16483336
4665,SAMN16483337
4666,SAMN16483338
4667,SAMN16483339
4668,SAMN16483340
4669,SAMN16483341
4670,SAMN16483342
4671,SAMN16483343
4672,SAMN16483344
4673,SAMN16483345
4674,SAMN16483346
4675,SAMN16483347
4676,SAMN16483348
4677,SAMN16483349
4678,SAMN16483350
4679,SAMN16483352
4680,SAMN16483353
4681,SAMN16522677
4682,SAMN16522678
4683,SAMN16522679
4684,SAMN16522680
4685,SAMN16522681
4686,SAMN16522682
4687,SAMN16522722
4688,SAMN16522723
4689,SAMN16522724
4690,SAMN16522725
4691,SAMN16522726
4692,SAMN16932271
4693,SAMN16932272
4694,SAMN16932273
4695,SAMN16932274
4696,SAMN16932275
4697,SAMN16932278
4698,SAMN17050111
4699,SAMN17050112
4700,SAMN17050113
4701,SAMN17050117
4702,SAMN17050118
4703,SAMN17050119
4704,SAMN17141045
4705,SAMN17141046
4706,SAMN17141047
4707,SAMN17141048
4708,SAMN17141049
4709,SAMN17141050
4710,SAMN17205613
4711,SAMN17205614
4712,SAMN17205615
4713,SAMN17266875
4714,SAMN17360593
4715,SAMN17360594
4716,SAMN17360595
4717,SAMN17360596
4718,SAMN17360597
4719,SAMN17360598
4720,SAMN17492734
4721,SAMN17492736
4722,SAMN17492737
4723,SAMN17492739
4724,SAMN17492740
4725,SAMN17492742
4726,SAMN17521702
4727,SAMN17976292
4728,SAMN17976293
4729,SAMN17976294
4730,SAMN21359665
4731,SAMN21359666
4732,SAMN21359667
4733,SAMN21359668
4734,SAMN21359669
4735,SAMN21359670
4736,SAMN21359671
4737,SAMN21359672
4738,SAMN21359673
4739,SAMN21359674
4740,SAMN21359675
4741,SAMN21359676
4742,SAMN21359677
4743,SAMN21359678
4744,SAMN21359679
4745,SAMN21359680
4746,SAMN21359681
4747,SAMN21359682
4748,SAMN21359683
4749,SAMN21359684
4750,SAMN21359685
4751,SAMN21359686
4752,SAMN21359687
4753,SAMN21359688
4754,SAMN21359689
4755,SAMN21359690
4756,SAMN21359691
4757,SAMN21359692
4758,SAMN21359693
4759,SAMN21359694
4760,SAMN21359695
4761,SAMN21359696
4762,SAMN21359697
4763,SAMN21359698
4764,SAMN21359699
4765,SAMN21359700
4766,SAMN21359701
4767,SAMN21359702
4768,SAMN21359703
4769,SAMN21359704
4770,SAMN21359705
4771,SAMN21359706
4772,SAMN21359707
4773,SAMN21359708
4774,SAMN21359710
4775,SAMN21359711
4776,SAMN21359712
4777,SAMN21359713
4778,SAMN21359714
4779,SAMN21359715
4780,SAMN21359716
4781,SAMN21359717
4782,SAMN21359718
4783,SAMN21359719
4784,SAMN21359720
4785,SAMN21359721
4786,SAMN21359722
4787,SAMN21359723
4788,SAMN21359724
4789,SAMN21359725
4790,SAMN21359726
4791,SAMN21359727
4792,SAMN21359728
4793,SAMN21359729
4794,SAMN21359730
4795,SAMN21359731
4796,SAMN21359732
4797,SAMN21359733
4798,SAMN21359734
4799,SAMN21359735
4800,SAMN21359736
4801,SAMN21359737
4802,SAMN21359738
4803,SAMN21359739
4804,SAMN21359740
4805,SAMN21359741
4806,SAMN21359742
4807,SAMN21359743
4808,SAMN21359744
4809,SAMN21359745
4810,SAMN21359746
4811,SAMN21359747
4812,SAMN21359748
4813,SAMN21359749
4814,SAMN21359750
4815,SAMN21359751
4816,SAMN21359752
4817,SAMN21359753
4818,SAMN21359754
4819,SAMN21359755
4820,SAMN21359756
4821,SAMN21359757
4822,SAMN21359758
4823,SAMN21359759
4824,SAMN21359760
4825,SAMN21359761
4826,SAMN21359762
4827,SAMN21359763
4828,SAMN21359764
4829,SAMN21359765
4830,SAMN21359766
4831,SAMN21359767
4832,SAMN21359768
4833,SAMN21359769
4834,SAMN21359770
4835,SAMN21359771
4836,SAMN21359772
4837,SAMN18355927
4838,SAMN18559414
4839,SAMN18559415
4840,SAMN18559416
4841,SAMN18559417
4842,SAMN18559418
4843,SAMN18559419
4844,SAMN18559420
4845,SAMN18559421
4846,SAMN18559422
4847,SAMN18795969
4848,SAMN18795970
4849,SAMN18795971
4850,SAMN18795972
4851,SAMN18795973
4852,SAMN18795974
4853,SAMN18825607
4854,SAMN18825608
4855,SAMN18825610
4856,SAMN18825612
4857,SAMN18825613
4858,SAMN18825614
4859,SAMN18825616
4860,SAMN18825625
4861,SAMN18825626
4862,SAMN18929611
4863,SAMN18929612
4864,SAMN18929613
4865,SAMN18929614
4866,SAMN18929615
4867,SAMN18929626
4868,SAMN18929627
4869,SAMN18929630
4870,SAMN18929631
4871,SAMN18929632
4872,SAMN18929633
4873,SAMN18929634
4874,SAMN19156971
4875,SAMN19243690
4876,SAMN19243691
4877,SAMN19243692
4878,SAMN19243693
4879,SAMN19243694
4880,SAMN19243695
4881,SAMN19243696
4882,SAMN19243697
4883,SAMN19243698
4884,SAMN19243699
4885,SAMN19243700
4886,SAMN19243701
4887,SAMN19243702
4888,SAMN19243703
4889,SAMN19243704
4890,SAMN19243705
4891,SAMN19243706
4892,SAMN19243707
4893,SAMN19243709
4894,SAMN19243710
4895,SAMN19243711
4896,SAMN19243712
4897,SAMN19243713
4898,SAMN19243714
4899,SAMN19243715
4900,SAMN19243716
4901,SAMN19243717
4902,SAMN19243718
4903,SAMN19243719
4904,SAMN19243720
4905,SAMN19243721
4906,SAMN19243722
4907,SAMN19243723
4908,SAMN19243724
4909,SAMN19243725
4910,SAMN19243726
4911,SAMN19243727
4912,SAMN19243728
4913,SAMN19243729
4914,SAMN19243731
4915,SAMN19243733
4916,SAMN19243734
4917,SAMN19243735
4918,SAMN19243736
4919,SAMN19243737
4920,SAMN19243738
4921,SAMN19243739
4922,SAMN19243740
4923,SAMN19243741
4924,SAMN19243744
4925,SAMN19243745
4926,SAMN19243746
4927,SAMN19243747
4928,SAMN19243748
4929,SAMN19243749
4930,SAMN19243750
4931,SAMN19243752
4932,SAMN19243753
4933,SAMN19243754
4934,SAMN19243756
4935,SAMN19243757
4936,SAMN19243758
4937,SAMN19243760
4938,SAMN19243761
4939,SAMN19243762
4940,SAMN19243763
4941,SAMN19243764
4942,SAMN19245808
4943,SAMN19245812
4944,SAMN19245814
4945,SAMN19245815
4946,SAMN19245816
4947,SAMN19245818
4948,SAMN19245820
4949,SAMN19245824
4950,SAMN19245827
4951,SAMN19245829
4952,SAMN19245831
4953,SAMN19245832
4954,SAMN19245837
4955,SAMN19245839
4956,SAMN19245841
4957,SAMN19245842
4958,SAMN19245845
4959,SAMN19245846
4960,SAMN19245848
4961,SAMN19245850
4962,SAMN19245852
4963,SAMN19245853
4964,SAMN19245854
4965,SAMN19271361
4966,SAMN19271362
4967,SAMN19271363
4968,SAMN19271364
4969,SAMN19271366
4970,SAMN19271368
4971,SAMN19271369
4972,SAMN19271371
4973,SAMN19271372
4974,SAMN19271373
4975,SAMN19271374
4976,SAMN19271376
4977,SAMN19271377
4978,SAMN19271378
4979,SAMN19271380
4980,SAMN19271381
4981,SAMN19271382
4982,SAMN19271383
4983,SAMN19271384
4984,SAMN19271385
4985,SAMN19271386
4986,SAMN19271388
4987,SAMN19271389
4988,SAMN19271390
4989,SAMN19271391
4990,SAMN19271392
4991,SAMN19271393
4992,SAMN19271394
4993,SAMN19271395
4994,SAMN19271397
4995,SAMN19271398
4996,SAMN19271399
4997,SAMN19271400
4998,SAMN19271402
4999,SAMN19271403
5000,SAMN19271405
5001,SAMN19271406
5002,SAMN19271407
5003,SAMN19271408
5004,SAMN19271409
5005,SAMN19271410
5006,SAMN19288378
5007,SAMN19288379
5008,SAMN19288380
5009,SAMN19288381
5010,SAMN19288382
5011,SAMN19288383
5012,SAMN19288384
5013,SAMN19288385
5014,SAMN19288386
5015,SAMN19288387
5016,SAMN19288388
5017,SAMN19288389
5018,SAMN19288396
5019,SAMN19288397
5020,SAMN19288398
5021,SAMN19288399
5022,SAMN19288400
5023,SAMN19288401
5024,SAMN19901944
5025,SAMN19901945
5026,SAMN19901946
5027,SAMN19901947
5028,SAMN19901948
5029,SAMN19901949
5030,SAMN19901950
5031,SAMN19901957
5032,SAMN19901958
5033,SAMN19901959
5034,SAMN19901961
5035,SAMN19901962
5036,SAMN20371395
5037,SAMN20371396
5038,SAMN20371397
5039,SAMN20371398
5040,SAMN20525661
5041,SAMN20525662
5042,SAMN20525663
5043,SAMN20525664
5044,SAMN20841304
5045,SAMN20841305
5046,SAMN20967642
5047,SAMN20967643
5048,SAMN20967644
5049,SAMN20967645
5050,SAMN20967646
5051,SAMN20967667
5052,SAMN21216007
5053,SAMN21216008
5054,SAMN21216009
5055,SAMN21216010
5056,SAMN21216011
5057,SAMN21216012
5058,SAMN21216013
5059,SAMN21216014
5060,SAMN22583752
5061,SAMN22591248
5062,SAMN22593243
5063,SAMN22612659
5064,SAMN22627653
5065,SAMN22627948
5066,SAMN23019675
5067,SAMN23019678
5068,SAMN24108170
5069,SAMN24108171
5070,SAMN24108172
5071,SAMN24108173
5072,SAMN24108174
5073,SAMN24108175
5074,SAMN24108176
5075,SAMN24108177
5076,SAMN24974157
5077,SAMN24974158
5078,SAMN24974159
5079,SAMN24974160
5080,SAMN24974161
5081,SAMN24974162
5082,SAMN24974163
5083,SAMN24974164
5084,SAMN24974165
5085,SAMN24974166
5086,SAMN24974167
5087,SAMN24974168
5088,SAMN25601479
5089,SAMN25601480
5090,SAMN25601481
5091,SAMN25601482
5092,SAMN25601483
5093,SAMN25601484
5094,SAMN27281649
5095,SAMN27281650
5096,SAMN27281651
5097,SAMN27281652
5098,SAMN27281653
5099,SAMN27281654
5100,SAMN27281655
5101,SAMN27281656
5102,SAMN27281657
5103,SAMN27281658
5104,SAMN27281659
5105,SAMN27281660
5106,SAMN27611595
5107,SAMN27611596
5108,SAMN27611597
5109,SAMN27611598
5110,SAMN27611599
5111,SAMN27611600
5112,SAMN27775852
5113,SAMN27775853
5114,SAMN27775854
5115,SAMN27775855
5116,SAMN27775856
5117,SAMN27775857
5118,SAMN27775858
5119,SAMN27775859
5120,SAMN27775860
5121,SAMN27775861
5122,SAMN27775862
5123,SAMN27775863
5124,SAMN27775864
5125,SAMN27775865
5126,SAMN27775866
5127,SAMN27775867
5128,SAMN27775868
5129,SAMN27775869
5130,SAMN27775870
5131,SAMN27775871
5132,SAMN27775872
5133,SAMN27775873
5134,SAMN27775874
5135,SAMN27775875
5136,SAMN28054338
5137,SAMN28054339
5138,SAMN28054340
5139,SAMN28054341
5140,SAMN28054342
5141,SAMN28054343
5142,SAMN16294994
5143,SAMN16294995
5144,SAMN16294996
5145,SAMN16295009
5146,SAMN16295010
5147,SAMN16295011
5148,SAMN00265077
5149,SAMN02746744
5150,SAMN02746746
5151,SAMN02746747
5152,SAMN02746877
5153,SAMN02746993
5154,SAMN02747031
5155,SAMN02776959
5156,SAMN02776960
5157,SAMN02776961
5158,SAMN02225589
5159,SAMN02225590
5160,SAMN02225591
5161,SAMN02225592
5162,SAMN02225593
5163,SAMN02225594
5164,SAMN02225595
5165,SAMN02225596
5166,SAMN02225597
5167,SAMN02225598
5168,SAMN02225599
5169,SAMN02225600
5170,SAMN02225601
5171,SAMN02225602
5172,SAMN02225603
5173,SAMN02225604
5174,SAMN02225605
5175,SAMN02225606
5176,SAMN02225607
5177,SAMN02225608
5178,SAMN02225609
5179,SAMN02225610
5180,SAMN05202575
5181,SAMN05202576
5182,SAMN14379813
5183,SAMN16294997
5184,SAMN16294998
5185,SAMN16294999
5186,SAMN16295012
5187,SAMN16295013
5188,SAMN16295014
5189,SAMN16427374
5190,SAMN16427378
5191,SAMN16427382
5192,SAMN16427386
5193,SAMN16427390
5194,SAMN16427394
5195,SAMN16427398
5196,SAMN18613997
5197,SAMN18613998
5198,SAMN18613999
5199,SAMN18614000
5200,SAMN18614001
5201,SAMN18614002
5202,SAMN18614003
5203,SAMN18614004
5204,SAMN18614005
5205,SAMN18614006
5206,SAMN18614007
5207,SAMN18614008
5208,SAMN18614009
5209,SAMN18614010
5210,SAMN18614011
5211,SAMN18614012
5212,SAMN18614013
5213,SAMN18614014
5214,SAMN18614015
5215,SAMN18614016
5216,SAMN18614017
5217,SAMN18614018
5218,SAMN18614019
5219,SAMN18614020
5220,SAMN20525556
5221,SAMN20525557
5222,SAMN20525650
5223,SAMN20525651
5224,SAMN21014840
5225,SAMN24104365
5226,SAMN24224858
5227,SAMN24224859
5228,SAMN24224860
5229,SAMN24224861
5230,SAMN24224862
5231,SAMN24224863
5232,SAMN24224864
5233,SAMN24224865
5234,SAMN24224866
5235,SAMN01832614
5236,SAMN02046336
5237,SAMN02046337
5238,SAMN02046342
5239,SAMN02046343
5240,SAMN02046344
5241,SAMN02046345
5242,SAMN02799146
5243,SAMN02799150
5244,SAMN02191990
5245,SAMN02191991
5246,SAMN02191992
5247,SAMN02191993
5248,SAMN02191994
5249,SAMN02191995
5250,SAMN02191996
5251,SAMN02191997
5252,SAMN02191998
5253,SAMN02191999
5254,SAMN02192000
5255,SAMN02192001
5256,SAMN02192002
5257,SAMN02192003
5258,SAMN02192004
5259,SAMN02192005
5260,SAMN02192006
5261,SAMN02192007
5262,SAMN02192008
5263,SAMN02192009
5264,SAMN02192010
5265,SAMN02192011
5266,SAMN02192012
5267,SAMN02192013
5268,SAMN02640338
5269,SAMN02640339
5270,SAMN02640340
5271,SAMN02640341
5272,SAMN02640342
5273,SAMN02640343
5274,SAMN02640344
5275,SAMN02640345
5276,SAMN02640346
5277,SAMN02640347
5278,SAMN02640348
5279,SAMN02640349
5280,SAMN02746729
5281,SAMN02746730
5282,SAMN02746731
5283,SAMN02746732
5284,SAMN02746733
5285,SAMN02746735
5286,SAMN02746737
5287,SAMN02746738
5288,SAMN02746739
5289,SAMN02746740
5290,SAMN02746741
5291,SAMN02746742
5292,SAMN02746743
5293,SAMN02746745
5294,SAMN02746751
5295,SAMN02746752
5296,SAMN02746755
5297,SAMN02746756
5298,SAMN02746757
5299,SAMN02746758
5300,SAMN02746760
5301,SAMN02746761
5302,SAMN02746762
5303,SAMN02746763
5304,SAMN02746764
5305,SAMN02746765
5306,SAMN02746766
5307,SAMN02746767
5308,SAMN02746789
5309,SAMN02746825
5310,SAMN02746956
5311,SAMN02776938
5312,SAMN02776943
5313,SAMN02776945
5314,SAMN02776946
5315,SAMN02776948
5316,SAMN02776949
5317,SAMN02776950
5318,SAMN02776951
5319,SAMN02776952
5320,SAMN02776953
5321,SAMN02776954
5322,SAMN02776955
5323,SAMN02776956
5324,SAMN02776957
5325,SAMN02776958
5326,SAMN03000708
5327,SAMN03000709
5328,SAMN03000710
5329,SAMN03000711
5330,SAMN03000712
5331,SAMN03000713
5332,SAMN03000714
5333,SAMN03000715
5334,SAMN03000716
5335,SAMN03000717
5336,SAMN03000718
5337,SAMN03000719
5338,SAMN03000720
5339,SAMN03000721
5340,SAMN05937014
5341,SAMN05937015
5342,SAMN05937016
5343,SAMN05937018
5344,SAMN05937019
5345,SAMN05937020
5346,SAMN05937021
5347,SAMN05937022
5348,SAMN05937023
5349,SAMN05937024
5350,SAMN05937025
5351,SAMN05937026
5352,SAMN07147960
5353,SAMN07147961
5354,SAMN07147962
5355,SAMN12172309
5356,SAMN14272024
5357,SAMN14272025
5358,SAMN14272026
5359,SAMN14272027
5360,SAMN14272028
5361,SAMN14272029
5362,SAMN14272030
5363,SAMN14272031
5364,SAMN14272043
5365,SAMN14272044
5366,SAMN14272045
5367,SAMN14277246
5368,SAMN14277278
5369,SAMN14277279
5370,SAMN14277280
5371,SAMN14277281
5372,SAMN14277282
5373,SAMN14277283
5374,SAMN14277284
5375,SAMN14277285
